Country,Organism,Antibiotic,SurveyYear,Interpretation
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,I
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,I
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,I
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,I
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2018,R
China,Escherichia coli,Methicillin,2018,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,I
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2019,S
China,Escherichia coli,Methicillin,2019,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,I
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2020,S
China,Escherichia coli,Methicillin,2020,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,I
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,R
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2021,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,S
China,Escherichia coli,Methicillin,2022,R
China,Escherichia coli,Methicillin,2022,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,R
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,S
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Methicillin,2023,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,S
China,Escherichia coli,Ciprofloxacin,2016,R
China,Escherichia coli,Ciprofloxacin,2016,I
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,R
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,R
China,Escherichia coli,Ciprofloxacin,2017,I
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,R
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,R
China,Escherichia coli,Ciprofloxacin,2017,S
China,Escherichia coli,Ciprofloxacin,2017,I
